,start,stop,strand,gene_name,length,operon
b0523,552591,553100,-,purE,509,purEK
b0524,553218,553940,-,lpxH,722,ppiB-lpxH
b0525,553943,554437,-,ppiB,494,ppiB-lpxH
b0526,554611,555996,+,cysS,1385,cysS
b0527,556032,556553,-,ybcI,521,ybcI
b0528,556661,556873,-,ybcJ,212,folD-ybcJ
b0529,556875,557741,-,folD,866,folD-ybcJ
b0530,558212,558754,+,sfmA,542,sfmA
b0531,558974,559666,+,sfmC,692,sfmCD
b0532,559697,562300,+,sfmD,2603,sfmCD
b0533,562336,563319,+,sfmH,983,sfmHF
b0534,563330,563845,+,sfmF,515,sfmHF
b0535,563848,564480,-,fimZ,632,fimZ
b0536,564723,564799,+,argU,76,argU
b0537,564815,565978,-,intD,1163,intD
b0538,565972,566532,+,b0538,560,
b0539,566098,566361,-,exoD,263,exoD
b0540,566842,567141,+,insE3,299,insE3EF3F3
b0541,567138,568004,+,insF3,866,insE3EF3F3
b0542,,,+,renD,0,
b0543,568315,568647,+,emrE,332,emrE
b0544,568902,570428,+,ybcK,1526,ybcK
b0545,570893,571444,+,ybcL,551,ybcLM
b0546,571454,572251,+,ybcM,797,ybcLM
b0547,572466,572921,+,ybcN,455,ybcN-ninE-ybcO-rusA-ylcG
b0548,572921,573091,+,ninE,170,ybcN-ninE-ybcO-rusA-ylcG
b0549,573084,573374,+,ybcO,290,ybcN-ninE-ybcO-rusA-ylcG
b0550,573371,573733,+,rusA,362,ybcN-ninE-ybcO-rusA-ylcG
b0551,573956,574339,+,quuD,383,ybcQ
b0552,574737,575717,-,insH2,980,insH-2
b0553,,,-,nmpC,0,nmpC
b0554,577398,577613,+,essD,215,essD-ybcS-rzpD
b0555,577613,578110,+,rrrD,497,essD-ybcS-rzpD
b0556,578107,578568,+,rzpD,461,essD-ybcS-rzpD
b0557,578600,578893,-,borD,293,borD
b0558,579184,579594,-,ybcV,410,ybcV
b0559,579880,580086,+,ybcW,206,ybcW
b0560,580834,581379,+,nohD,545,nohD
b0561,581534,582097,+,tfaD,563,tfaD
b0562,582152,582806,-,ybcY,654,ybcY
b0563,582875,583060,+,tfaX,185,tfaX
b0564,583681,584430,+,appY,749,appY 
b0565,584680,585633,-,ompT,953,ompT 
b0566,586147,586908,-,envY,761,envY-ompT
b0567,587091,587981,-,ybcH,890,ybcH
b0568,587982,590954,-,nfrA,2972,nfrBA
b0569,590941,593178,-,nfrB,2237,nfrBA
b0570,593328,594770,-,cusS,1442,cusRS
b0571,594760,595443,-,cusR,683,cusRS
b0572,595600,596973,+,cusC,1373,cusCFBA
b0573,597131,597463,+,cusF,332,cusCFBA
b0574,597479,598702,+,cusB,1223,cusCFBA
b0575,598714,601857,+,cusA,3143,cusCFBA
b0576,601959,603335,+,pheP,1376,pheP
b0577,603416,604663,-,ybdG,1247,ybdG
b0578,604771,605424,-,nfsB,653,nfsB
b0579,605518,605886,-,ybdF,368,ybdF
b0580,605951,606199,-,ybdJ,248,ybdJ
b0581,606265,607383,-,ybdK,1118,ybdK
b0582,608065,609177,+,insL2,1112,insL2
b0583,609459,610079,-,entD,620,fepA-entD
b0584,610254,612494,-,fepA,2240,fepA-entD
b0585,612737,613939,+,fes,1202,fes-ybdZ-entF-fepE
b0586,614157,618038,+,entF,3881,fes-ybdZ-entF-fepE
b0587,618254,619387,+,fepE,1133,fes-ybdZ-entF-fepE
b0588,619384,620199,-,fepC,815,fepDGC 
b0589,620196,621188,-,fepG,992,fepDGC 
b0590,621185,622189,-,fepD,1004,fepDGC 
b0591,622300,623550,+,entS,1250,entS 
b0592,623554,624510,-,fepB,956,fepB
b0593,624885,626060,+,entC,1175,entCEBA-ybdB
b0594,626070,627680,+,entE,1610,entCEBA-ybdB
b0595,627694,628551,+,entB,857,entCEBA-ybdB
b0596,628551,629297,+,entA,746,entCEBA-ybdB
b0597,629300,629713,+,entH,413,entH 
b0598,629894,631999,+,cstA,2105,cstA 
b0599,632389,633477,-,hcxA,1088,ybdH
b0600,633586,634746,+,ybdL,1160,ybdL
b0601,634747,635376,-,ybdM,629,ybdM
b0602,635349,636569,-,ybdN,1220,ybdN
b0603,636716,637618,-,ybdO,902,ybdO
b0604,637827,638573,-,dsbG,746,dsbGp 
b0605,638945,639508,+,ahpC,563,ahpCF 
b0606,639753,641318,+,ahpF,1565,ahpCF 
b0607,641439,641867,-,uspG,428,uspG
b0608,642088,643326,+,ybdR,1238,ybdR
b0609,643407,643868,+,b0609,461,
b0610,643557,643967,-,rnk,410,rnk
b0611,644197,645003,-,rna,806,rna
b0612,645117,646580,-,citT,1463,citT
b0613,646631,647509,-,citG,878,citCDEFXG 
b0614,647484,648035,-,citX,551,citCDEFXG 
b0615,648039,649571,-,citF,1532,citCDEFXG 
b0616,649582,650490,-,citE,908,citCDEFXG 
b0617,650487,650783,-,citD,296,citCDEFXG 
b0618,650798,651856,-,citC,1058,citCDEFXG 
b0619,652235,653893,+,dpiB,1658,dpiBA 
b0620,653862,654542,+,dpiA,680,dpiBA 
b0621,654583,655968,-,dcuC,1385,dcuC
b0622,656557,657117,+,pagP,560,pagP
b0623,657292,657501,+,cspE,209,cspE 
b0624,657555,657938,-,crcB,383,crcB
b0627,658947,659150,+,tatE,203,tatE
b0628,659251,660216,-,lipA,965,lipA
b0629,660425,661378,-,ybeF,953,ybeF
b0630,661637,662278,-,lipB,641,ybeD-lipB 
b0631,662379,662642,-,ybeD,263,ybeD-lipB 
b0632,662752,663963,-,dacA,1211,dacA
b0633,664102,665190,-,rlpA,1088,rsfS-rlmH-mrdAB-rlpA
b0634,665201,666313,-,mrdB,1112,rsfS-rlmH-mrdAB-rlpA
b0635,666316,668217,-,mrdA,1901,rsfS-rlmH-mrdAB-rlpA
b0636,668248,668715,-,rlmH,467,rsfS-rlmH-mrdAB-rlpA
b0637,668719,669036,-,rsfS,317,rsfS-rlmH-mrdAB-rlpA
b0638,669296,669907,-,cobC,611,leuS-lptE-holA-nadD-cobC
b0639,669931,670572,-,nadD,641,leuS-lptE-holA-nadD-cobC
b0640,670574,671605,-,holA,1031,leuS-lptE-holA-nadD-cobC
b0641,671605,672186,-,lptE,581,leuS-lptE-holA-nadD-cobC
b0642,672201,674783,-,leuS,2582,leuS-lptE-holA-nadD-cobC
b0643,675018,675500,+,ybeL,482,ybeL
b0644,675570,676547,-,ybeQ,977,ybeQ
b0645,676711,677418,+,ybeR,707,ybeR-djlB
b0646,677415,678842,+,djlB,1427,ybeR-djlB
b0647,678852,679406,-,ybeT,554,ybeT
b0648,679508,680215,+,ybeU,707,ybeU-djlC
b0649,680212,681663,+,djlC,1451,ybeU-djlC
b0650,681723,683393,-,hscC,1670,hscC
b0651,683477,684412,-,rihA,935,rihA
b0652,684530,685255,-,gltL,725,gltI-sroC-gltJKL 
b0653,685255,685929,-,gltK,674,gltI-sroC-gltJKL 
b0654,685929,686669,-,gltJ,740,gltI-sroC-gltJKL 
b0655,686839,687747,-,gltI,908,gltI-sroC-gltJKL 
b0656,687997,688977,-,insH3,980,insH3
b0657,689343,690881,-,lnt,1538,ybeZYX-lnt 
b0658,690906,691784,-,ybeX,878,ybeZYX-lnt 
b0659,691874,692341,-,ybeY,467,ybeZYX-lnt 
b0660,692338,693378,-,ybeZ,1040,ybeZYX-lnt 
b0661,693531,694955,-,miaB,1424,miaB
b0662,695101,696276,+,ubiF,1175,ubiF
b0664,696430,696504,-,glnX,74,glnW-metU-glnVX 
b0665,696542,696616,-,glnV,74,glnW-metU-glnVX 
b0666,696664,696740,-,metU,76,glnW-metU-glnVX 
b0668,696756,696830,-,glnW,74,glnW-metU-glnVX 
b0670,696865,696939,-,glnU,74,metT-leuW-glnUW-metU-glnVX
b0672,696963,697047,-,leuW,84,metT-leuW-glnUW-metU-glnVX
b0673,697057,697133,-,metT,76,metT-leuW-glnUW-metU-glnVX
b0674,697513,699177,-,asnB,1664,asnB
b0675,699574,700326,-,umpH,752,umpH 
b0676,700374,701594,-,nagC,1220,nagC 
b0677,701603,702751,-,nagA,1148,nagA 
b0678,702811,703611,-,nagB,800,nagBACD
b0679,703944,705890,+,nagE,1946,nagE
b0680,706093,707757,+,glnS,1664,glnS 
b0681,708334,709740,+,chiP,1406,chiZPQ
b0682,709790,710116,+,chiQ,326,chiZPQ 
b0683,710200,710646,-,fur,446,fur 
b0684,710935,711465,-,fldA,530,fldA-uof-fur
b0685,711605,711898,-,ybfE,293,ybfE
b0686,712038,712802,-,ybfF,764,ybfF
b0687,712987,713532,+,seqA,545,seqA-pgm
b0688,713558,715198,+,pgm,1640,seqA-pgm
b0689,715412,715906,+,ybfP,494,ybfP
b0691,715947,716597,-,ybfG,650,ybfHG
b0692,716946,718265,-,potE,1319,speF-potE
b0693,718262,720460,-,speF,2198,speF-potE
b0694,721056,721733,-,kdpE,677,kdpDE
b0695,721730,724414,-,kdpD,2684,kdpDE
b0696,724407,724979,-,kdpC,572,kdpFABC
b0697,724988,727036,-,kdpB,2048,kdpFABC
b0698,727059,728732,-,kdpA,1673,kdpFABC
b0699,729134,729340,+,ybfA,206,ybfA
b0700,729583,733776,+,rhsC,4193,rhsC-ybfB
b0701,733370,733591,+,b0701,221,
b0702,733776,734102,+,ybfB,326,rhsC-ybfB
b0703,734220,735653,+,ybfO,1433,ybfOC
b0704,735650,736219,+,ybfC,569,ybfOC
b0705,736900,737961,+,ybfL,1061,ybfL
b0706,738092,738853,+,ybfD,761,ybfD
b0707,739001,739510,+,ybgA,509,ybgA-phr 
b0708,739507,740925,+,phr,1418,ybgA-phr 
b0709,741075,742556,-,dtpD,1481,dtpD
b0710,742827,743570,+,ybgI,743,ybgIJKL-nei 
b0711,743593,744249,+,pxpB,656,ybgIJKL-nei 
b0712,744243,745175,+,pxpC,932,ybgIJKL-nei 
b0713,745165,745899,+,pxpA,734,ybgIJKL-nei 
b0714,745935,746726,+,nei,791,nei 
b0715,746723,747769,-,abrB,1046,abrB
b0716,747921,748982,-,ybgO,1061,ybgQPO
b0717,748979,749707,-,ybgP,728,ybgQPO
b0718,749722,752169,-,ybgQ,2447,ybgQPO
b0719,752229,752795,-,ybgD,566,ybgD
b0720,753185,754468,-,gltA,1283,gltA 
b0721,755177,755566,+,sdhC,389,sdhCDAB-sucABCD-sdhX
b0722,755560,755907,+,sdhD,347,sdhDAB 
b0723,755907,757673,+,sdhA,1766,sdhDAB 
b0724,757689,758405,+,sdhB,716,sdhDAB 
b0725,758464,758724,+,b0725,260,
b0726,758706,761507,+,sucA,2801,sucAB 
b0727,761522,762739,+,sucB,1217,sucAB 
b0728,763014,764180,+,sucC,1166,sdhCDAB-sucABCD-sdhX 
b0729,764180,765049,+,sucD,869,sdhCDAB-sucABCD-sdhX 
b0730,765153,765875,-,mngR,722,mngR
b0731,765984,767960,+,mngA,1976,mngAB
b0732,767978,770611,+,mngB,2633,mngB 
b0733,771458,773026,+,cydA,1568,cydAB 
b0734,773042,774181,+,cydB,1139,cydAB 
b0735,774309,774602,+,ybgE,293,ybgTE
b0736,774752,775156,+,ybgC,404,ybgC-tolQRA
b0737,775153,775845,+,tolQ,692,ybgC-tolQRA
b0738,775849,776277,+,tolR,428,ybgC-tolQRA
b0739,776342,777607,+,tolA,1265,ybgC-tolQRA
b0740,777740,779032,+,tolB,1292,tolB-pal-ybgF
b0741,779067,779588,+,pal,521,tolB-pal-ybgF
b0742,779598,780389,+,cpoB,791,tolB-pal-ybgF
b0743,780554,780629,+,lysT,75,lysT-valT-lysW
b0744,780765,780840,+,valT,75,lysT-valT-lysW
b0745,780843,780918,+,lysW,75,lysT-valT-lysW
b0746,781068,781143,+,valZ,75,valZ-lysY
b0747,781147,781222,+,lysY,75,valZ-lysY
b0748,781369,781444,+,lysZ,75,lysZ
b0749,781577,781652,+,lysQ,75,lysQ
b0750,782085,783128,+,nadA,1043,nadAp 
b0751,783166,783885,+,pnuC,719,nadAp 
b0752,783882,784823,-,zitB,941,zitB
b0753,784937,785317,-,ybgS,380,ybgS
b0754,785633,786685,+,aroG,1052,aroG
b0755,786843,787595,-,gpmA,752,gpmA 
b0756,787797,788837,-,galM,1040,galETKM 
b0757,788831,789979,-,galK,1148,galETKM 
b0758,789983,791029,-,galT,1046,galETKM 
b0759,791039,792055,-,galE,1016,galETKM 
b0760,792316,793788,-,modF,1472,modEF
b0761,793856,794644,-,modE,788,modEF
b0762,794773,794922,+,acrZ,149,acrZ
b0763,795089,795862,+,modA,773,modABC 
b0764,795862,796551,+,modB,689,modABC 
b0765,796554,797612,+,modC,1058,modABC 
b0766,797613,798431,-,ybhA,818,ybhA
b0767,798586,799581,+,pgl,995,pgl
b0768,799622,800575,-,ybhD,953,ybhD
b0769,800759,801811,+,ybhH,1052,ybhH
b0770,801887,803320,+,ybhI,1433,ybhI
b0771,803503,805764,+,ybhJ,2261,ybhJ
b0772,805998,807281,-,ybhC,1283,ybhC
b0773,807433,807909,-,ybhB,476,ybhB
b0774,807968,809257,-,bioA,1289,bioA
b0775,809344,810384,+,bioB,1040,bioBFCD
b0776,810381,811535,+,bioF,1154,bioBFCD
b0777,811522,812277,+,bioC,755,bioBFCD
b0778,812270,812947,+,bioD,677,bioBFCD
b0779,813526,815547,+,uvrB,2021,uvrB 
b0780,815739,816647,-,ybhK,908,ybhK
b0781,817044,818033,+,moaA,989,moaABCDE 
b0782,818055,818567,+,moaB,512,moaBCDE 
b0783,818570,819055,+,moaC,485,moaBCDE 
b0784,819048,819293,+,moaD,245,moaBCDE 
b0785,819295,819747,+,moaE,452,moaBCDE 
b0786,819884,820588,+,ybhL,704,ybhL
b0787,820793,821506,+,ybhM,713,ybhM
b0788,821542,822498,-,ybhN,956,ybhP-clsB-ybhN
b0789,822498,823739,-,clsB,1241,ybhP-clsB-ybhN
b0790,823736,824497,-,ybhP,761,ybhP-clsB-ybhN
b0791,824630,825040,+,ybhQ,410,ybhQ
b0792,825002,826108,-,ybhR,1106,cecR-ybhGFSR
b0793,826119,827252,-,ybhS,1133,cecR-ybhGFSR
b0794,827245,828981,-,ybhF,1736,cecR-ybhGFSR
b0795,828974,829972,-,ybhG,998,cecR-ybhGFSR
b0796,829972,830643,-,cecR,671,cecR-ybhGFSR
b0797,830872,832236,+,rhlE,1364,rhlE
b0798,832468,832950,-,ybiA,482,ybiA
b0799,833070,835220,+,dinG,2150,dinG-ybiB
b0800,835248,836210,+,ybiB,962,dinG-ybiB 
b0801,836351,837436,+,hcxB,1085,hcxB
b0802,837665,837925,-,ybiJ,260,ybiJ
b0803,838190,838456,-,ybiI,266,ybiI
b0804,838530,839207,-,ybiX,677,ybiX
b0805,839249,841531,-,fiu,2282,fiu
b0806,841796,842056,-,mcbA,260,mcbA
b0807,842332,843258,+,rlmF,926,ybiN
b0808,843255,845480,-,ybiO,2225,ybiO
b0809,845741,846463,-,glnQ,722,glnQ 
b0810,846460,847119,-,glnP,659,glnHPQ 
b0811,847258,848004,-,glnH,746,glnHPQ 
b0812,848408,848911,-,dps,503,dps 
b0813,849210,850097,-,rhtA,887,rhtA
b0814,850450,850965,+,ompX,515,yliM-ompX 
b0815,851014,852597,-,opgE,1583,ybiP
b0816,852671,852940,+,yliL,269,
b0817,853183,853650,+,mntR,467,mntR-ybiR
b0818,853647,854765,+,ybiR,1118,mntR-ybiR
b0819,854824,855744,-,ldtB,920,ldtB
b0820,855963,857555,+,ybiT,1592,ybiT
b0821,857796,859061,-,ybiU,1265,ybiU
b0822,859213,860028,-,ybiV,815,ybiV
b0823,860174,862606,-,ybiW,2432,ybiYW
b0824,862612,863511,-,ybiY,899,ybiYW
b0825,863642,864304,+,fsaA,662,fsaA
b0826,864380,865129,-,moeB,749,moeAB
b0827,865129,866364,-,moeA,1235,moeAB
b0828,866568,867533,+,iaaA,965,iaaA-gsiABCD
b0829,867520,869391,+,gsiA,1871,iaaA-gsiABCD
b0830,869411,870949,+,gsiB,1538,iaaA-gsiABCD
b0831,870967,871887,+,gsiC,920,iaaA-gsiABCD
b0832,871890,872801,+,gsiD,911,iaaA-gsiABCD
b0833,872979,875327,+,pdeI,2348,pdeI-dgcI
b0834,875335,876663,+,dgcI,1328,pdeI-dgcI
b0835,876710,878035,-,rimO,1325,rimO
b0836,878248,878631,+,bssR,383,bssR
b0837,878742,879857,+,yliI,1115,yliI
b0838,879854,880480,-,gstB,626,gstB
b0839,880727,881929,+,dacC,1202,dacC
b0840,881976,882734,-,deoR,758,deoR
b0841,882792,883388,-,ybjG,596,ybjG
b0842,883673,884905,+,mdfA,1232,cmr 
b0843,884946,885230,-,ybjH,284,ybjH
b0844,885316,886131,-,ybjI,815,ybjJI
b0845,886131,887339,-,ybjJ,1208,ybjJI
b0846,887423,887959,+,rcdA,536,ybjK
b0847,888134,889819,-,ybjL,1685,ybjL
b0848,890089,890466,+,ybjM,377,ybjM
b0849,890496,890753,-,grxA,257,grxA
b0850,890913,891200,+,ybjC,287,ybjC-nfsA-rimK-ybjN
b0851,891184,891906,+,nfsA,722,ybjC-nfsA-rimK-ybjN
b0852,891967,892869,+,rimK,902,rimK-ybjN 
b0853,892957,893433,+,ybjN,476,ybjN 
b0854,893784,894896,+,potF,1112,potFGHI 
b0855,894991,896124,+,potG,1133,potFGHI 
b0856,896134,897087,+,potH,953,potFGHI 
b0857,897084,897929,+,potI,845,potFGHI 
b0858,897989,898477,+,ybjO,488,ybjO-rlmC
b0859,898518,899645,+,rlmC,1127,ybjO-rlmC
b0860,899844,900575,-,artJ,731,artJ
b0861,900866,901534,-,artM,668,artPIQM 
b0862,901534,902250,-,artQ,716,artPIQM 
b0863,902257,902988,-,artI,731,artPIQM 
b0864,903006,903734,-,artP,728,artPIQM 
b0865,903952,904467,-,ybjP,515,ybjP
b0866,904593,904916,+,ybjQ,323,ybjQ-amiD
b0867,904913,905743,+,amiD,830,ybjQ-amiD
b0868,905740,906753,-,ybjS,1013,ybjS
b0869,906852,908282,-,ybjT,1430,ltaE-ybjT 
b0870,908293,909294,-,ltaE,1001,ltaE-ybjT 
b0871,909331,911049,-,poxB,1718,poxB 
b0872,911182,912150,-,hcr,968,hcp-hcr-poxB 
b0873,912162,913814,-,hcp,1652,hcp-hcr-poxB 
b0874,913958,914857,-,lysO,899,lysO
b0875,915352,916047,-,aqpZ,695,aqpZ
b0876,916473,918131,+,ybjD,1658,ybjD
b0877,918128,919120,-,ybjX,992,ybjX
b0878,919235,920350,+,macA,1115,macAB
b0879,920347,922293,+,macB,1946,macAB 
b0880,922366,922590,-,cspD,224,cspD
b0881,922913,923233,+,clpS,320,clpS
b0882,923264,925540,+,clpA,2276,clpA 
b0883,925884,925971,-,serW,87,infA-serW 
b0884,926225,926443,-,infA,218,infA-serW 
b0885,926728,927432,-,aat,704,aat
b0886,927474,929195,-,cydC,1721,cydDC
b0887,929196,930962,-,cydD,1766,cydDC
b0888,931085,932050,-,trxB,965,trxB
b0889,932595,933089,+,lrp,494,lrp
b0890,933224,937213,+,ftsK,3989,ftsK 
b0891,937372,937983,+,lolA,611,lolA-rarA
b0892,937994,939337,+,rarA,1343,lolA-rarA
b0893,939428,940720,+,serS,1292,serS
b0894,940959,943403,+,dmsA,2444,dmsABC 
b0895,943414,944031,+,dmsB,617,dmsABC 
b0896,944033,944896,+,dmsC,863,dmsC 
b0897,944931,945557,-,ycaC,626,ycaC
b0898,945871,947019,+,ycaD,1148,ycaD
b0899,947229,948659,+,ycaM,1430,ycaM
b0900,948660,949568,-,ycaN,908,ycaN
b0901,949668,950258,+,ycaK,590,ycaK
b0902,950340,951080,-,pflA,740,pflA
b0903,951272,953554,-,pflB,2282,pflB 
b0904,953609,954466,-,focA,857,focA-pflB 
b0905,954872,956632,-,ycaO,1760,ycaO
b0906,956762,957454,+,ycaP,692,ycaP
b0907,957653,958741,+,serC,1088,serC 
b0908,958812,960095,+,aroA,1283,serC-aroA
b0909,960264,961028,+,ycaL,764,ycaL
b0910,961201,961884,+,cmk,683,cmk-rpsA
b0911,961995,963668,+,rpsA,1673,rpsA-ihfB 
b0912,963828,964112,+,ihfB,284,ihfB 
b0913,964320,966584,+,ycaI,2264,ycaI-msbA-lpxK-ycaQ
b0914,966621,968369,+,msbA,1748,ycaI-msbA-lpxK-ycaQ
b0915,968366,969352,+,lpxK,986,ycaI-msbA-lpxK-ycaQ
b0916,969389,970621,+,ycaQ,1232,ycaI-msbA-lpxK-ycaQ
b0917,970673,970855,+,ycaR,182,ycaR-kdsB
b0918,970852,971598,+,kdsB,746,ycaR-kdsB
b0919,971752,972645,+,ycbJ,893,ycbJ
b0920,972622,973401,-,elyC,779,ycbC
b0921,973537,974322,+,cmoM,785,smtA-mukFEB
b0922,974319,975641,+,mukF,1322,smtA-mukFEB
b0923,975622,976326,+,mukE,704,smtA-mukFEB
b0924,976326,980786,+,mukB,4460,smtA-mukFEB
b0925,981047,982894,+,ldtD,1847,ldtD
b0926,983075,983623,+,mepK,548,mepK-gloC
b0927,983650,984297,+,gloC,647,mepK-gloC
b0928,984519,985709,-,aspC,1190,aspC
b0929,985894,986982,-,ompF,1088,ompF 
b0930,987585,988985,-,asnS,1400,asnS
b0931,989154,990356,-,pncB,1202,pncB
b0932,990622,993234,+,pepN,2612,pepN
b0933,993277,994044,-,ssuB,767,ssuEADCB
b0934,994041,994832,-,ssuC,791,ssuEADCB
b0935,994843,995988,-,ssuD,1145,ssuEADCB
b0936,995985,996944,-,ssuA,959,ssuEADCB
b0937,996937,997512,-,ssuE,575,ssuEADCB
b0938,997868,998407,+,elfA,539,elfA
b0939,998490,999191,+,elfD,701,elfDCG-ycbUVF
b0940,999216,1001816,+,elfC,2600,elfDCG-ycbUVF
b0941,1001807,1002877,+,elfG,1070,elfDCG-ycbUVF
b0942,1002889,1003431,+,ycbU,542,elfDCG-ycbUVF
b0943,1003439,1003954,+,ycbV,515,elfDCG-ycbUVF
b0944,1003947,1004657,+,ycbF,710,elfDCG-ycbUVF
b0945,1004768,1005778,+,pyrD,1010,pyrD
b0946,1005952,1006494,+,zapC,542,zapC
b0947,1006491,1007600,-,ycbX,1109,ycbX
b0948,1007844,1009952,+,rlmL,2108,rlmL-uup
b0949,1009964,1011871,+,uup,1907,rlmL-uup
b0950,1012001,1013254,+,pqiA,1253,pqiABC 
b0951,1013259,1014899,+,pqiB,1640,pqiABC 
b0952,1014896,1015459,+,pqiC,563,pqiABC 
b0953,1015715,1015882,+,rmf,167,rmf
b0954,1015952,1016470,-,fabA,518,fabA
b0955,1016539,1018299,-,ycbZ,1760,ycbZ
b0956,1018485,1018937,+,matP,452,matP
b0957,1019013,1020053,-,ompA,1040,ompA 
b0958,1020410,1020919,-,sulA,509,sulA
b0959,1021138,1021767,+,sxy,629,yccR
b0960,1021730,1023883,-,yccS,2153,yccFS
b0961,1023902,1024348,-,yccF,446,yccFS
b0962,1024471,1026525,+,helD,2054,helD
b0963,1026557,1027015,-,mgsA,458,mgsA
b0964,1027111,1027773,-,yccT,662,yccT
b0965,1027946,1028359,+,yccU,413,yccU
b0966,1028404,1028721,-,hspQ,317,hspQ
b0967,1028779,1029969,-,rlmI,1190,rlmI
b0968,1030064,1030342,+,yccX,278,yccX
b0969,1030339,1030668,-,tusE,329,tusE
b0970,1030759,1031418,-,yccA,659,yccA
b0971,1031625,1031712,-,serT,87,serT
b0972,1032139,1033257,+,hyaA,1118,hyaABCDEF 
b0973,1033254,1035047,+,hyaB,1793,hyaABCDEF 
b0974,1035066,1035773,+,hyaC,707,hyaABCDEF 
b0975,1035770,1036357,+,hyaD,587,hyaABCDEF 
b0976,1036354,1036752,+,hyaE,398,hyaABCDEF 
b0977,1036749,1037606,+,hyaF,857,hyaABCDEF 
b0978,1037740,1039284,+,appC,1544,appCBA-yccB 
b0979,1039296,1040432,+,appB,1136,appCBA-yccB 
b0980,1040617,1041915,+,appA,1298,appCBA-yccB 
b0981,1042030,1044210,-,etk,2180,gfcE-etp-etk
b0982,1044230,1044676,-,etp,446,gfcE-etp-etk
b0983,1044664,1045803,-,gfcE,1139,gfcE-etp-etk
b0984,1045849,1047945,-,gfcD,2096,gfcBCD
b0985,1047945,1048691,-,gfcC,746,gfcBCD
b0986,1048688,1049332,-,gfcB,644,gfcBCD
b0987,1049439,1049744,-,gfcA,305,gfcA
b0988,1050027,1050530,+,insB4,503,insA4AB4B4
b0989,1050963,1051175,-,cspH,212,cspH
b0990,1051461,1051673,+,cspG,212,cspG
b0991,1051847,1052077,+,ymcE,230,ymcE-gnsA
b0992,1052289,1053362,-,yccM,1073,yccM
b0993,1053434,1056178,-,torS,2744,torS
b0994,1056261,1057289,+,torT,1028,torT
b0995,1057262,1057954,-,torR,692,torR
b0996,1058084,1059256,+,torC,1172,torCAD
b0997,1059256,1061802,+,torA,2546,torCAD
b0998,1061799,1062398,+,torD,599,torCAD
b0999,1062550,1062855,-,cbpM,305,cbpA-cbpM 
b1000,1062855,1063775,-,cbpA,920,cbpA-cbpM 
b1001,1064036,1065292,+,yccE,1256,yccE
b1002,1065585,1066826,+,agp,1241,agp
b1003,1066864,1067091,-,yccJ,227,wrbA-yccJ
b1004,1067112,1067708,-,wrbA,596,wrbA-yccJ
b1005,1067918,1068148,+,ycdF,230,
b1006,1068511,1069839,-,rutG,1328,rutABCDEFG
b1007,1069860,1070354,-,rutF,494,rutABCDEFG
b1008,1070365,1070955,-,rutE,590,rutABCDEFG
b1009,1070965,1071765,-,rutD,800,rutABCDEFG
b1010,1071773,1072159,-,rutC,386,rutABCDEFG
b1011,1072171,1072863,-,rutB,692,rutABCDEFG
b1012,1072863,1074011,-,rutA,1148,rutABCDEFG
b1013,1074242,1074880,+,rutR,638,rutR 
b1014,1074920,1078882,-,putA,3962,putA
b1015,1079305,1080813,+,putP,1508,putP 
b1018,1082243,1083370,+,efeO,1127,efeOB
b1019,1083376,1084647,+,efeB,1271,efeOB
b1020,1084992,1086056,+,phoH,1064,phoH 
b1021,1086106,1086519,-,pgaD,413,pgaABCD
b1022,1086521,1087846,-,pgaC,1325,pgaABCD
b1023,1087839,1089857,-,pgaB,2018,pgaABCD
b1024,1089866,1092289,-,pgaA,2423,pgaABCD
b1025,1092876,1094234,+,dgcT,1358,ycdT
b1026,1094275,1095141,-,insF4,866,insE4F4EF4
b1027,1095138,1095437,-,insE4,299,insE4F4EF4
b1028,1095544,1095846,+,ymdE,302,ymdE-ycdU
b1029,1095843,1096829,+,ycdU,986,ymdE-ycdU
b1032,1097565,1097652,-,serX,87,serX
b1033,1097886,1098824,+,ghrA,938,ghrA
b1034,1098879,1099616,+,ycdX,737,ycdXY
b1035,1099640,1100194,+,ycdY,554,ycdXY
b1036,1100296,1100787,+,ycdZ,491,ycdZ
b1037,1100851,1101684,-,csgG,833,csgDEFG 
b1038,1101711,1102127,-,csgF,416,csgDEFG 
b1039,1102152,1102541,-,csgE,389,csgDEFG 
b1040,1102546,1103196,-,csgD,650,csgDEFG 
b1041,1103951,1104406,+,csgB,455,csgBAC 
b1042,1104447,1104902,+,csgA,455,csgBAC 
b1043,1104961,1105293,+,csgC,332,csgBAC 
b1044,1105414,1105725,+,ymdA,311,ymdAB 
b1045,1105820,1106353,+,ymdB,533,ymdAB 
b1046,1106355,1107776,+,clsC,1421,ymdAB-clsC 
b1047,1107784,1108941,-,opgC,1157,mdoC
b1048,1109335,1110870,+,opgG,1535,mdoGH 
b1049,1110863,1113406,+,opgH,2543,mdoGH 
b1050,1113579,1113806,+,yceK,227,yceK
b1051,1113807,1114181,-,msyB,374,msyB
b1052,1114211,1114309,-,b1052,98,
b1053,1114264,1115490,-,mdtG,1226,mdtG
b1054,1115662,1116582,-,lpxL,920,lpxL
b1055,1116807,1117859,+,trhO,1052,yceA
b1056,1117901,1118476,-,yceI,575,yceJI 
b1057,1118480,1119046,-,yceJ,566,yceJI 
b1058,1119307,1119447,-,yceO,140,solA-yceO
