regulator,gene_id,gene_name,effect,source
caiF,STM0070,STM0070,+,RegulonDB
caiF,STM0071,STM0071,+,RegulonDB
caiF,STM0072,STM0072,+,RegulonDB
caiF,STM0073,STM0073,+,RegulonDB
caiF,STM0074,STM0074,+,RegulonDB
caiF,STM0075,STM0075,+,RegulonDB
caiF,STM0076,STM0076,+,RegulonDB
caiF,STM0077,STM0077,+,RegulonDB
caiF,STM0078,STM0078,+,RegulonDB
cdaR,STM0210,STM0210,+,RegulonDB
cdaR,STM2960,STM2960,+,RegulonDB
cdaR,STM2961,STM2961,+,RegulonDB
cdaR,STM2962,STM2962,+,RegulonDB
cdaR,STM3247,STM3247,+,RegulonDB
cdaR,STM3248,STM3248,+,RegulonDB
cdaR,STM3249,STM3249,+,RegulonDB
cdaR,STM3250,STM3250,+,RegulonDB
cecR,STM0815,STM0815,-,RegulonDB
cecR,STM0816,STM0816,-,RegulonDB
cecR,STM0817,STM0817,-,RegulonDB
cecR,STM0818,STM0818,-,RegulonDB
cecR,STM0819,STM0819,-,RegulonDB
chbR,STM1317,STM1317,+-,RegulonDB
chbR,STM1316,STM1316,+-,RegulonDB
chbR,STM1315,STM1315,+-,RegulonDB
chbR,STM1314,STM1314,+-,RegulonDB
chbR,STM1313,STM1313,+-,RegulonDB
chbR,STM1312,STM1312,+-,RegulonDB
comR,STM1214,STM1214,-,RegulonDB
cpxR,STM0209,STM0209,+,RegulonDB
cpxR,STM0225,STM0225,+,RegulonDB
cpxR,STM0226,STM0226,+,RegulonDB
cpxR,STM0227,STM0227,+,RegulonDB
cpxR,STM0228,STM0228,+,RegulonDB
cpxR,STM0376,STM0376,+,RegulonDB
cpxR,STM0377,STM0377,+,RegulonDB
cpxR,STM0452,STM0452,+,RegulonDB
cpxR,STM0473,STM0473,+,RegulonDB
cpxR,STM0474,STM0474,+,RegulonDB
cpxR,STM0760,STM0760,+,RegulonDB
cpxR,STM0995,STM0995,+,RegulonDB
cpxR,STM1085,STM1085,+,RegulonDB
cpxR,STM1139,STM1139,-,RegulonDB
cpxR,STM1140,STM1140,-,RegulonDB
cpxR,STM1141,STM1141,-,RegulonDB
cpxR,STM1142,STM1142,-,RegulonDB
cpxR,STM1143,STM1143,-,RegulonDB
cpxR,STM1144,STM1144,-,RegulonDB
cpxR,STM1145,STM1145,-,RegulonDB
cpxR,STM1215,STM1215,+,RegulonDB
cpxR,STM1520,STM1520,+,RegulonDB
cpxR,STM1519,STM1519,+,RegulonDB
cpxR,STM1518,STM1518,+,RegulonDB
cpxR,STM1308,STM1308,+,RegulonDB
cpxR,STM1880,STM1880,+,RegulonDB
cpxR,STM1920,STM1920,-,RegulonDB
cpxR,STM1921,STM1921,-,RegulonDB
cpxR,STM1922,STM1922,-,RegulonDB
cpxR,STM1923,STM1923,-,RegulonDB
cpxR,STM1932,STM1932,+,RegulonDB
cpxR,STM2126,STM2126,+,RegulonDB
cpxR,STM2127,STM2127,+,RegulonDB
cpxR,STM2128,STM2128,+,RegulonDB
cpxR,STM2129,STM2129,+,RegulonDB
cpxR,STM2130,STM2130,+,RegulonDB
cpxR,STM2131,STM2131,+,RegulonDB
cpxR,STM2267,STM2267,+,RegulonDB
cpxR,STM2481,STM2481,+,RegulonDB
cpxR,STM2637,STM2637,-,RegulonDB
cpxR,STM2638,STM2638,-,RegulonDB
cpxR,STM2639,STM2639,-,RegulonDB
cpxR,STM2640,STM2640,-,RegulonDB
cpxR,STM2647,STM2647,-,RegulonDB
cpxR,STM2685,STM2685,-,RegulonDB
cpxR,STM2795,STM2795,+,RegulonDB
cpxR,STM2796,STM2796,+,RegulonDB
cpxR,STM3043,STM3043,+,RegulonDB
cpxR,STM3205,STM3205,+,RegulonDB
cpxR,STM3226,STM3226,+,RegulonDB
cpxR,STM3227,STM3227,+,RegulonDB
cpxR,STM3472,STM3472,+,RegulonDB
cpxR,STM3568,STM3568,+,RegulonDB
cpxR,STM3810,STM3810,+,RegulonDB
cpxR,STM3996,STM3996,+,RegulonDB
cpxR,STM3997,STM3997,+,RegulonDB
cpxR,STM4058,STM4058,+,RegulonDB
cpxR,STM4059,STM4059,+,RegulonDB
cpxR,STM4347,STM4347,-,RegulonDB
cpxR,STM4348,STM4348,-,RegulonDB
cpxR,STM4533,STM4533,-,RegulonDB
cpxR,STM4582,STM4582,+,RegulonDB
cpxR,STM4060,STM4060,+,RegulonDB
cra,STM0150,STM0150,+,RegulonDB
cra,STM0151,STM0151,-,RegulonDB
cra,STM0152,STM0152,-,RegulonDB
cra,STM0153,STM0153,-,RegulonDB
cra,STM0154,STM0154,-,RegulonDB
cra,STM0158,STM0158,+-,RegulonDB
cra,STM0368,STM0368,-,RegulonDB
cra,STM0369,STM0369,-,RegulonDB
cra,STM0370,STM0370,-,RegulonDB
cra,STM0371,STM0371,-,RegulonDB
cra,STM0439,STM0439,+-,RegulonDB
cra,STM0440,STM0440,+-,RegulonDB
cra,STM0441,STM0441,+-,RegulonDB
cra,STM0442,STM0442,+-,RegulonDB
cra,STM0443,STM0443,+-,RegulonDB
cra,STM0740,STM0740,+,RegulonDB
cra,STM0741,STM0741,+,RegulonDB
cra,STM0935,STM0935,+,RegulonDB
cra,STM1139,STM1139,+,RegulonDB
cra,STM1140,STM1140,+,RegulonDB
cra,STM1141,STM1141,+,RegulonDB
cra,STM1142,STM1142,+,RegulonDB
cra,STM1238,STM1238,+,RegulonDB
cra,STM1753,STM1753,+,RegulonDB
cra,STM1749,STM1749,-,RegulonDB
cra,STM1748,STM1748,-,RegulonDB
cra,STM1712,STM1712,+,RegulonDB
cra,STM1520,STM1520,-,RegulonDB
cra,STM1519,STM1519,-,RegulonDB
cra,STM1518,STM1518,-,RegulonDB
cra,STM1388,STM1388,-,RegulonDB
cra,STM1378,STM1378,-,RegulonDB
cra,STM1349,STM1349,+,RegulonDB
cra,STM1348,STM1348,+,RegulonDB
cra,STM1291,STM1291,+,RegulonDB
cra,STM1290,STM1290,-,RegulonDB
cra,STM1289,STM1289,-,RegulonDB
cra,STM1830,STM1830,+-,RegulonDB
cra,STM1831,STM1831,+-,RegulonDB
cra,STM1832,STM1832,+-,RegulonDB
cra,STM1884,STM1884,-,RegulonDB
cra,STM1885,STM1885,-,RegulonDB
cra,STM1886,STM1886,-,RegulonDB
cra,STM2059,STM2059,+,RegulonDB
cra,STM2071,STM2071,+-,RegulonDB
cra,STM2072,STM2072,+-,RegulonDB
cra,STM2073,STM2073,+-,RegulonDB
cra,STM2074,STM2074,+-,RegulonDB
cra,STM2075,STM2075,+-,RegulonDB
cra,STM2076,STM2076,+-,RegulonDB
cra,STM2077,STM2077,+-,RegulonDB
cra,STM2078,STM2078,+-,RegulonDB
cra,STM2126,STM2126,+,RegulonDB
cra,STM2127,STM2127,+,RegulonDB
cra,STM2128,STM2128,+,RegulonDB
cra,STM2129,STM2129,+,RegulonDB
cra,STM2130,STM2130,+,RegulonDB
cra,STM2131,STM2131,+,RegulonDB
cra,STM2141,STM2141,-,RegulonDB
cra,STM2204,STM2204,-,RegulonDB
cra,STM2205,STM2205,-,RegulonDB
cra,STM2206,STM2206,-,RegulonDB
cra,STM2316,STM2316,+,RegulonDB
cra,STM2317,STM2317,+,RegulonDB
cra,STM2318,STM2318,+,RegulonDB
cra,STM2319,STM2319,+,RegulonDB
cra,STM2320,STM2320,+,RegulonDB
cra,STM2321,STM2321,+,RegulonDB
cra,STM2322,STM2322,+,RegulonDB
cra,STM2323,STM2323,+,RegulonDB
cra,STM2324,STM2324,+,RegulonDB
cra,STM2325,STM2325,+,RegulonDB
cra,STM2326,STM2326,+,RegulonDB
cra,STM2327,STM2327,+,RegulonDB
cra,STM2328,STM2328,+,RegulonDB
cra,STM2403,STM2403,+-,RegulonDB
cra,STM2431,STM2431,+-,RegulonDB
cra,STM2432,STM2432,+-,RegulonDB
cra,STM2433,STM2433,+-,RegulonDB
cra,STM2665,STM2665,+-,RegulonDB
cra,STM2805,STM2805,-,RegulonDB
cra,STM2806,STM2806,-,RegulonDB
cra,STM2807,STM2807,-,RegulonDB
cra,STM2808,STM2808,-,RegulonDB
cra,STM2842,STM2842,-,RegulonDB
cra,STM2952,STM2952,-,RegulonDB
cra,STM3068,STM3068,-,RegulonDB
cra,STM3069,STM3069,-,RegulonDB
cra,STM3070,STM3070,-,RegulonDB
cra,STM3466,STM3466,+,RegulonDB
cra,STM3474,STM3474,-,RegulonDB
cra,STM3475,STM3475,-,RegulonDB
cra,STM3476,STM3476,-,RegulonDB
cra,STM3477,STM3477,-,RegulonDB
cra,STM3550,STM3550,-,RegulonDB
cra,STM3500,STM3500,+,RegulonDB
cra,STM3584,STM3584,+,RegulonDB
cra,STM3685,STM3685,-,RegulonDB
cra,STM3686,STM3686,-,RegulonDB
cra,STM3687,STM3687,-,RegulonDB
cra,STM3704,STM3704,-,RegulonDB
cra,STM3705,STM3705,-,RegulonDB
cra,STM3706,STM3706,-,RegulonDB
cra,STM3965,STM3965,+,RegulonDB
cra,STM4062,STM4062,-,RegulonDB
cra,STM4081,STM4081,-,RegulonDB
cra,STM4119,STM4119,-,RegulonDB
cra,STM4183,STM4183,+,RegulonDB
cra,STM4184,STM4184,+,RegulonDB
cra,STM4185,STM4185,+,RegulonDB
cra,STM4415,STM4415,+,RegulonDB
cra,STM4416,STM4416,-,RegulonDB
cra,STM4453,STM4453,+,RegulonDB
creB,STM2473,STM2473,+,RegulonDB
creB,STM4227,STM4227,-,RegulonDB
creB,STM4228,STM4228,-,RegulonDB
creB,STM4229,STM4229,-,RegulonDB
creB,STM4590,STM4590,+,RegulonDB
crp,STM0002,STM0002,+-,RegulonDB
crp,STM0003,STM0003,+-,RegulonDB
crp,STM0004,STM0004,+-,RegulonDB
crp,STM0068,STM0068,+,RegulonDB
crp,STM0069,STM0069,+,RegulonDB
crp,STM0070,STM0070,+,RegulonDB
crp,STM0071,STM0071,+,RegulonDB
crp,STM0072,STM0072,+,RegulonDB
crp,STM0073,STM0073,+,RegulonDB
crp,STM0074,STM0074,+,RegulonDB
crp,STM0075,STM0075,+,RegulonDB
crp,STM0076,STM0076,+,RegulonDB
crp,STM0077,STM0077,+,RegulonDB
crp,STM0078,STM0078,+,RegulonDB
crp,STM0101,STM0101,+,RegulonDB
crp,STM0102,STM0102,+,RegulonDB
crp,STM0103,STM0103,+,RegulonDB
crp,STM0104,STM0104,+,RegulonDB
crp,STM0142,STM0142,+,RegulonDB
crp,STM0143,STM0143,+,RegulonDB
crp,STM0144,STM0144,+,RegulonDB
crp,STM0145,STM0145,+,RegulonDB
crp,STM0146,STM0146,-,RegulonDB
crp,STM0147,STM0147,-,RegulonDB
crp,STM0151,STM0151,+,RegulonDB
crp,STM0152,STM0152,+,RegulonDB
crp,STM0153,STM0153,+,RegulonDB
crp,STM0154,STM0154,+-,RegulonDB
crp,STM0158,STM0158,+,RegulonDB
crp,STM0169,STM0169,-,RegulonDB
crp,STM0170,STM0170,+,RegulonDB
crp,STM0172,STM0172,+-,RegulonDB
crp,STM0173,STM0173,+-,RegulonDB
crp,STM0178,STM0178,-,RegulonDB
crp,STM0186,STM0186,+,RegulonDB
crp,STM0187,STM0187,+,RegulonDB
crp,STM0237,STM0237,-,RegulonDB
crp,STM0239,STM0239,-,RegulonDB
crp,STM0240,STM0240,-,RegulonDB
crp,STM0367,STM0367,+,RegulonDB
crp,STM0368,STM0368,+,RegulonDB
crp,STM0369,STM0369,+,RegulonDB
crp,STM0370,STM0370,+,RegulonDB
crp,STM0371,STM0371,+,RegulonDB
crp,STM1105,STM1105,+,RegulonDB
crp,STM0378,STM0378,+,RegulonDB
crp,STM0379,STM0379,-,RegulonDB
crp,STM0394,STM0394,+-,RegulonDB
crp,STM0413,STM0413,+-,RegulonDB
crp,STM0439,STM0439,+,RegulonDB
crp,STM0440,STM0440,+,RegulonDB
crp,STM0441,STM0441,+,RegulonDB
crp,STM0442,STM0442,+,RegulonDB
crp,STM0443,STM0443,+,RegulonDB
crp,STM0451,STM0451,+,RegulonDB
crp,STM1572,STM1572,-,RegulonDB
crp,STM0585,STM0585,+,RegulonDB
crp,STM0595,STM0595,+,RegulonDB
crp,STM0596,STM0596,+,RegulonDB
crp,STM0597,STM0597,+,RegulonDB
crp,STM0598,STM0598,+,RegulonDB
crp,STM0599,STM0599,+,RegulonDB
crp,STM0600,STM0600,+-,RegulonDB
crp,STM0616,STM0616,-,RegulonDB
crp,STM0619,STM0619,-,RegulonDB
crp,STM0620,STM0620,-,RegulonDB
crp,STM0621,STM0621,-,RegulonDB
crp,STM0622,STM0622,-,RegulonDB
crp,STM0623,STM0623,-,RegulonDB
crp,STM0624,STM0624,-,RegulonDB
crp,STM0625,STM0625,-,RegulonDB
crp,STM0626,STM0626,-,RegulonDB
crp,STM0629,STM0629,+-,RegulonDB
crp,STM0681,STM0681,+-,RegulonDB
crp,STM0682,STM0682,+-,RegulonDB
crp,STM0683,STM0683,+-,RegulonDB
crp,STM0684,STM0684,+-,RegulonDB
crp,STM0685,STM0685,+-,RegulonDB
crp,STM0687,STM0687,+,RegulonDB
crp,STM0688,STM0688,+,RegulonDB
crp,STM0693,STM0693,+,RegulonDB
crp,STM0730,STM0730,+-,RegulonDB
crp,STM0732,STM0732,+-,RegulonDB
crp,STM0733,STM0733,+-,RegulonDB
crp,STM0734,STM0734,+-,RegulonDB
crp,STM0735,STM0735,+-,RegulonDB
crp,STM0736,STM0736,+-,RegulonDB
crp,STM0737,STM0737,+-,RegulonDB
crp,STM0738,STM0738,+-,RegulonDB
crp,STM0739,STM0739,+-,RegulonDB
crp,STM0759,STM0759,+,RegulonDB
crp,STM0773,STM0773,+-,RegulonDB
crp,STM0774,STM0774,+-,RegulonDB
crp,STM0775,STM0775,+-,RegulonDB
crp,STM0776,STM0776,+-,RegulonDB
crp,STM0781,STM0781,+,RegulonDB
crp,STM0782,STM0782,+,RegulonDB
crp,STM0783,STM0783,+,RegulonDB
crp,STM0834,STM0834,-,RegulonDB
crp,STM0837,STM0837,+-,RegulonDB
crp,STM0838,STM0838,+-,RegulonDB
crp,STM0943,STM0943,+-,RegulonDB
crp,STM0944,STM0944,+-,RegulonDB
crp,STM0945,STM0945,+,RegulonDB
crp,STM0973,STM0973,+,RegulonDB
crp,STM0974,STM0974,+,RegulonDB
crp,STM0977,STM0977,-,RegulonDB
crp,STM0978,STM0978,-,RegulonDB
crp,STM1004,STM1004,-,RegulonDB
crp,STM1066,STM1066,+,RegulonDB
crp,STM1070,STM1070,+,RegulonDB
crp,STM1072,STM1072,+,RegulonDB
crp,STM1117,STM1117,+,RegulonDB
crp,STM1125,STM1125,-,RegulonDB
crp,STM1138,STM1138,+-,RegulonDB
crp,STM1139,STM1139,+,RegulonDB
crp,STM1140,STM1140,+,RegulonDB
crp,STM1141,STM1141,+,RegulonDB
crp,STM1142,STM1142,+,RegulonDB
crp,STM1203,STM1203,+-,RegulonDB
crp,STM1213,STM1213,-,RegulonDB
crp,STM1214,STM1214,-,RegulonDB
crp,STM1803,STM1803,+-,RegulonDB
crp,STM1802,STM1802,+-,RegulonDB
crp,STM1782,STM1782,+-,RegulonDB
crp,STM1753,STM1753,-,RegulonDB
crp,STM1732,STM1732,-,RegulonDB
crp,STM1716,STM1716,-,RegulonDB
crp,STM1712,STM1712,+,RegulonDB
crp,STM3128,STM3128,-,RegulonDB
crp,STM1690,STM1690,+-,RegulonDB
crp,STM1689,STM1689,+-,RegulonDB
crp,STM1688,STM1688,+-,RegulonDB
crp,STM1687,STM1687,+-,RegulonDB
crp,STM1686,STM1686,-,RegulonDB
crp,STM3129,STM3129,+,RegulonDB
crp,STM1626,STM1626,+-,RegulonDB
crp,STM4072,STM4072,+,RegulonDB
crp,STM4073,STM4073,+,RegulonDB
crp,STM4074,STM4074,+,RegulonDB
crp,STM4075,STM4075,+,RegulonDB
crp,STM4076,STM4076,+,RegulonDB
crp,STM4077,STM4077,+,RegulonDB
crp,STM4078,STM4078,+,RegulonDB
crp,STM4079,STM4079,+,RegulonDB
crp,STM1520,STM1520,+,RegulonDB
crp,STM1519,STM1519,+,RegulonDB
crp,STM1518,STM1518,+,RegulonDB
crp,STM1489,STM1489,+,RegulonDB
crp,STM1488,STM1488,+-,RegulonDB
crp,STM1469,STM1469,+-,RegulonDB
crp,STM1468,STM1468,+-,RegulonDB
crp,STM1467,STM1467,+-,RegulonDB
crp,STM1557,STM1557,+,RegulonDB
crp,STM1431,STM1431,-,RegulonDB
crp,STM1317,STM1317,+,RegulonDB
crp,STM1316,STM1316,+,RegulonDB
crp,STM1315,STM1315,+,RegulonDB
crp,STM1314,STM1314,+,RegulonDB
crp,STM1313,STM1313,+,RegulonDB
crp,STM1312,STM1312,+,RegulonDB
crp,STM1299,STM1299,-,RegulonDB
crp,STM1292,STM1292,-,RegulonDB
crp,STM1291,STM1291,-,RegulonDB
crp,STM1290,STM1290,+,RegulonDB
crp,STM1818,STM1818,+,RegulonDB
crp,STM1830,STM1830,+-,RegulonDB
crp,STM1831,STM1831,+-,RegulonDB
crp,STM1832,STM1832,+-,RegulonDB
crp,STM1837,STM1837,-,RegulonDB
crp,STM1838,STM1838,+-,RegulonDB
crp,STM1924,STM1924,+-,RegulonDB
crp,STM1925,STM1925,+-,RegulonDB
crp,STM1986,STM1986,+,RegulonDB
crp,STM2001,STM2001,-,RegulonDB
crp,STM2061,STM2061,+,RegulonDB
crp,STM2126,STM2126,+-,RegulonDB
crp,STM2127,STM2127,+-,RegulonDB
crp,STM2128,STM2128,+-,RegulonDB
crp,STM2129,STM2129,+-,RegulonDB
crp,STM2130,STM2130,+,RegulonDB
crp,STM2131,STM2131,+,RegulonDB
crp,STM3261,STM3261,+-,RegulonDB
crp,STM3259,STM3259,+-,RegulonDB
crp,STM3258,STM3258,+-,RegulonDB
crp,STM3257,STM3257,+-,RegulonDB
crp,STM3253,STM3253,+-,RegulonDB
crp,STM2160,STM2160,+,RegulonDB
crp,STM2183,STM2183,+-,RegulonDB
crp,STM2186,STM2186,+,RegulonDB
crp,STM2187,STM2187,+,RegulonDB
crp,STM2188,STM2188,+-,RegulonDB
crp,STM2189,STM2189,+-,RegulonDB
crp,STM2190,STM2190,+-,RegulonDB
crp,STM2191,STM2191,+,RegulonDB
crp,STM2199,STM2199,+,RegulonDB
crp,STM2207,STM2207,-,RegulonDB
crp,STM2215,STM2215,-,RegulonDB
crp,STM2272,STM2272,+,RegulonDB
crp,STM2276,STM2276,+,RegulonDB
crp,STM2277,STM2277,+,RegulonDB
crp,STM2278,STM2278,+,RegulonDB
crp,STM2279,STM2279,+,RegulonDB
crp,STM2282,STM2282,+,RegulonDB
crp,STM2283,STM2283,+,RegulonDB
crp,STM2284,STM2284,+,RegulonDB
crp,STM2285,STM2285,+,RegulonDB
crp,STM2286,STM2286,+,RegulonDB
crp,STM2316,STM2316,+-,RegulonDB
crp,STM2317,STM2317,+-,RegulonDB
crp,STM2318,STM2318,+-,RegulonDB
crp,STM2319,STM2319,+-,RegulonDB
crp,STM2320,STM2320,+-,RegulonDB
crp,STM2321,STM2321,+-,RegulonDB
crp,STM2322,STM2322,+-,RegulonDB
crp,STM2323,STM2323,+-,RegulonDB
crp,STM2324,STM2324,+-,RegulonDB
crp,STM2325,STM2325,+-,RegulonDB
crp,STM2326,STM2326,+-,RegulonDB
crp,STM2327,STM2327,-,RegulonDB
crp,STM2328,STM2328,-,RegulonDB
crp,STM2391,STM2391,+,RegulonDB
crp,STM3801,STM3801,+,RegulonDB
crp,STM3802,STM3802,+,RegulonDB
crp,STM2408,STM2408,+,RegulonDB
crp,STM2409,STM2409,+,RegulonDB
crp,STM2413,STM2413,+-,RegulonDB
crp,STM2414,STM2414,-,RegulonDB
crp,STM2431,STM2431,+-,RegulonDB
crp,STM2432,STM2432,+-,RegulonDB
crp,STM2433,STM2433,+-,RegulonDB
crp,STM2445,STM2445,-,RegulonDB
crp,STM2571,STM2571,+,RegulonDB
crp,STM2570,STM2570,+,RegulonDB
crp,STM2480,STM2480,-,RegulonDB
crp,STM2510,STM2510,+-,RegulonDB
crp,STM2511,STM2511,+,RegulonDB
crp,STM2512,STM2512,+-,RegulonDB
crp,STM2553,STM2553,+,RegulonDB
crp,STM2637,STM2637,+,RegulonDB
crp,STM2638,STM2638,+,RegulonDB
crp,STM2639,STM2639,+,RegulonDB
crp,STM2640,STM2640,+,RegulonDB
crp,STM2646,STM2646,+,RegulonDB
crp,STM2651,STM2651,+,RegulonDB
crp,STM2665,STM2665,+-,RegulonDB
crp,STM2681,STM2681,+,RegulonDB
crp,STM2789,STM2789,+,RegulonDB
crp,STM2790,STM2790,+,RegulonDB
crp,STM2791,STM2791,+,RegulonDB
crp,STM2792,STM2792,+,RegulonDB
crp,STM2793,STM2793,+,RegulonDB
crp,STM2832,STM2832,+,RegulonDB
crp,STM2833,STM2833,+,RegulonDB
crp,STM2834,STM2834,+,RegulonDB
crp,STM2835,STM2835,+,RegulonDB
crp,STM2836,STM2836,+,RegulonDB
crp,STM2837,STM2837,+,RegulonDB
crp,STM2838,STM2838,+,RegulonDB
crp,STM2924,STM2924,+,RegulonDB
crp,STM2937,STM2937,-,RegulonDB
crp,STM2938,STM2938,-,RegulonDB
crp,STM2939,STM2939,-,RegulonDB
crp,STM2941,STM2941,-,RegulonDB
crp,STM2956,STM2956,+,RegulonDB
crp,STM2970,STM2970,-,RegulonDB
crp,STM2971,STM2971,-,RegulonDB
crp,STM2972,STM2972,+-,RegulonDB
crp,STM2973,STM2973,+,RegulonDB
crp,STM2974,STM2974,+,RegulonDB
crp,STM3792,STM3792,+,RegulonDB
crp,STM2976,STM2976,+,RegulonDB
crp,STM2977,STM2977,+,RegulonDB
crp,STM2978,STM2978,+,RegulonDB
crp,STM2979,STM2979,+,RegulonDB
crp,STM3015,STM3015,+,RegulonDB
crp,STM3016,STM3016,+,RegulonDB
crp,STM3019,STM3019,-,RegulonDB
crp,STM3053,STM3053,+,RegulonDB
crp,STM3054,STM3054,+,RegulonDB
crp,STM3055,STM3055,+,RegulonDB
crp,STM3062,STM3062,+,RegulonDB
crp,STM3068,STM3068,+,RegulonDB
crp,STM3069,STM3069,+-,RegulonDB
crp,STM3070,STM3070,+-,RegulonDB
crp,STM3090,STM3090,-,RegulonDB
crp,STM3091,STM3091,+,RegulonDB
crp,STM3106,STM3106,+,RegulonDB
crp,STM3113,STM3113,+-,RegulonDB
crp,STM3114,STM3114,-,RegulonDB
crp,STM3197,STM3197,+,RegulonDB
crp,STM3209,STM3209,-,RegulonDB
crp,STM3210,STM3210,+-,RegulonDB
crp,STM3217,STM3217,+,RegulonDB
crp,STM3219,STM3219,+,RegulonDB
crp,STM3137,STM3137,+-,RegulonDB
crp,STM3134,STM3134,+,RegulonDB
crp,STM3241,STM3241,+,RegulonDB
crp,STM3242,STM3242,+,RegulonDB
crp,STM3243,STM3243,+,RegulonDB
crp,STM3244,STM3244,+,RegulonDB
crp,STM3245,STM3245,+,RegulonDB
crp,STM3247,STM3247,+-,RegulonDB
crp,STM3248,STM3248,+-,RegulonDB
crp,STM3249,STM3249,-,RegulonDB
crp,STM3282,STM3282,-,RegulonDB
crp,STM3283,STM3283,-,RegulonDB
crp,STM3284,STM3284,+-,RegulonDB
crp,STM3285,STM3285,+-,RegulonDB
crp,STM3286,STM3286,+-,RegulonDB
crp,STM3287,STM3287,+-,RegulonDB
crp,STM3288,STM3288,+-,RegulonDB
crp,STM3290,STM3290,+-,RegulonDB
crp,STM3330,STM3330,-,RegulonDB
crp,STM3331,STM3331,-,RegulonDB
crp,STM4575,STM4575,-,RegulonDB
crp,STM3335,STM3335,+,RegulonDB
crp,STM3336,STM3336,+,RegulonDB
crp,STM3337,STM3337,+,RegulonDB
crp,STM3338,STM3338,+,RegulonDB
crp,STM3339,STM3339,+,RegulonDB
crp,STM3344,STM3344,-,RegulonDB
crp,STM3345,STM3345,-,RegulonDB
crp,STM3359,STM3359,+,RegulonDB
crp,STM3364,STM3364,+,RegulonDB
crp,STM3365,STM3365,+,RegulonDB
crp,STM3366,STM3366,+,RegulonDB
crp,STM3367,STM3367,-,RegulonDB
crp,STM3384,STM3384,+-,RegulonDB
crp,STM3385,STM3385,+-,RegulonDB
crp,STM3465,STM3465,+-,RegulonDB
crp,STM3466,STM3466,+-,RegulonDB
crp,STM3467,STM3467,-,RegulonDB
crp,STM3469,STM3469,+-,RegulonDB
crp,STM3470,STM3470,+,RegulonDB
crp,STM3471,STM3471,+-,RegulonDB
crp,STM3472,STM3472,+-,RegulonDB
crp,STM3473,STM3473,+,RegulonDB
crp,STM3474,STM3474,-,RegulonDB
crp,STM3475,STM3475,-,RegulonDB
crp,STM3476,STM3476,-,RegulonDB
crp,STM3477,STM3477,-,RegulonDB
crp,STM3489,STM3489,+,RegulonDB
crp,STM3490,STM3490,+,RegulonDB
crp,STM3491,STM3491,+,RegulonDB
crp,STM3492,STM3492,+,RegulonDB
crp,STM3500,STM3500,+-,RegulonDB
crp,STM3501,STM3501,+-,RegulonDB
crp,STM3502,STM3502,+-,RegulonDB
crp,STM3510,STM3510,+,RegulonDB
crp,STM3511,STM3511,+,RegulonDB
crp,STM3512,STM3512,+,RegulonDB
crp,STM3515,STM3515,+,RegulonDB
crp,STM3524,STM3524,+,RegulonDB
crp,STM3525,STM3525,+,RegulonDB
crp,STM3526,STM3526,+,RegulonDB
crp,STM3534,STM3534,+,RegulonDB
crp,STM3535,STM3535,+,RegulonDB
crp,STM3536,STM3536,+,RegulonDB
crp,STM3542,STM3542,+,RegulonDB
crp,STM3544,STM3544,+,RegulonDB
crp,STM3545,STM3545,+-,RegulonDB
crp,STM3553,STM3553,+,RegulonDB
crp,STM3554,STM3554,+,RegulonDB
crp,STM3555,STM3555,+,RegulonDB
crp,STM3556,STM3556,+,RegulonDB
crp,STM3557,STM3557,+,RegulonDB
crp,STM3568,STM3568,+-,RegulonDB
crp,STM3614,STM3614,+,RegulonDB
crp,STM3635,STM3635,-,RegulonDB
crp,STM3649,STM3649,-,RegulonDB
crp,STM3660,STM3660,+,RegulonDB
crp,STM3661,STM3661,+,RegulonDB
crp,STM3662,STM3662,+,RegulonDB
crp,STM3664,STM3664,+,RegulonDB
crp,STM3667,STM3667,-,RegulonDB
crp,STM3668,STM3668,+,RegulonDB
crp,STM3669,STM3669,+,RegulonDB
crp,STM3671,STM3671,+,RegulonDB
crp,STM3672,STM3672,+,RegulonDB
crp,STM3673,STM3673,+,RegulonDB
crp,STM3674,STM3674,+,RegulonDB
crp,STM3675,STM3675,+,RegulonDB
crp,STM3676,STM3676,+,RegulonDB
crp,STM3677,STM3677,+,RegulonDB
crp,STM3680,STM3680,+,RegulonDB
crp,STM3685,STM3685,+,RegulonDB
crp,STM3686,STM3686,+,RegulonDB
crp,STM3687,STM3687,+,RegulonDB
crp,STM3692,STM3692,-,RegulonDB
crp,STM3693,STM3693,+-,RegulonDB
crp,STM3694,STM3694,+-,RegulonDB
crp,STM3700,STM3700,+,RegulonDB
crp,STM3701,STM3701,+,RegulonDB
crp,STM3787,STM3787,+,RegulonDB
crp,STM3788,STM3788,+-,RegulonDB
crp,STM3789,STM3789,+-,RegulonDB
crp,STM3790,STM3790,+-,RegulonDB
crp,STM3795,STM3795,+-,RegulonDB
crp,STM3796,STM3796,+-,RegulonDB
crp,STM3797,STM3797,+-,RegulonDB
crp,STM3881,STM3881,+-,RegulonDB
crp,STM3882,STM3882,+-,RegulonDB
crp,STM3883,STM3883,+-,RegulonDB
crp,STM3884,STM3884,+-,RegulonDB
crp,STM3885,STM3885,+,RegulonDB
crp,STM3886,STM3886,+,RegulonDB
crp,STM3915,STM3915,-,RegulonDB
crp,STM3939,STM3939,-,RegulonDB
crp,STM3967,STM3967,+,RegulonDB
crp,STM3968,STM3968,+-,RegulonDB
