locus_tag,start,stop,strand,gene_name,start_codon_pos
PA0667,718729,720072,-,PA0667,720072
PA0668,720357,721556,+,tyrZ,720357
PA0668.1,722096,723631,+,PA0668.1,722096
PA0668.2,723696,723772,+,PA0668.2,723696
PA0668.3,723801,723876,+,PA0668.3,723801
PA0668.4,724103,726993,+,PA0668.4,724103
PA0668.5,727136,727255,+,PA0668.5,727136
PA0669,727608,730703,-,PA0669,730703
PA0670,730679,732094,-,PA0670,732094
PA0671,732102,732653,-,PA0671,732653
PA0672,732959,733555,+,hemO,732959
PA0673,733673,733993,-,PA0673,733993
PA0674,734159,734875,+,vreA,734159
PA0675,734872,735417,+,vreI,734872
PA0676,735487,736446,+,vreR,735487
PA0677,736456,737097,-,PA0677,737097
PA0678,737081,737530,-,PA0678,737530
PA0679,737677,738108,+,PA0679,737677
PA0680,738111,738485,-,PA0680,738485
PA0681,738719,739168,+,PA0681,738719
PA0682,739176,740141,+,PA0682,739176
PA0683,740203,741348,+,PA0683,740203
PA0684,741335,741928,+,PA0684,741335
PA0685,741925,744336,+,PA0685,741925
PA0686,744333,745742,+,PA0686,744333
PA0687,745742,746956,+,PA0687,745742
PA0688,747470,748576,+,PA0688,747470
PA0689,748662,749774,+,PA0689,748662
PA0690,749957,762499,+,PA0690,749957
PA0691,762891,763493,+,PA0691,762891
PA0692,763657,765291,+,PA0692,763657
PA0693,765315,767162,+,exbB2,765315
PA0694,767173,767592,+,exbD2,767173
PA0695,767601,768347,+,PA0695,767601
PA0696,768415,770121,+,PA0696,768415
PA0697,770156,770818,+,PA0697,770156
PA0698,770847,771326,+,PA0698,770847
PA0699,771331,772275,+,PA0699,771331
PA0700,772275,772700,+,PA0700,772275
PA0701,772710,773696,+,PA0701,772710
PA0701a,773768,774433,+,PA0701a,773768
PA0702,774416,775321,-,PA0702,775321
PA0703,775400,776716,-,PA0703,776716
PA0704,776787,778181,-,PA0704,778181
PA0705,778309,779208,-,migA,779208
PA0706,779463,780101,-,cat,780101
PA0707,780194,780973,-,toxR,780973
PA0708,781259,782113,-,PA0708,782113
PA0709,782229,782525,+,PA0709,782229
PA0710,782570,782965,+,gloA2,782570
PA0711,783009,783515,-,PA0711,783515
PA0712,783576,783833,-,PA0712,783833
PA0713,784173,784466,+,PA0713,784173
PA0714,784698,785174,+,PA0714,784698
PA0714.1,785498,785570,+,phrD,785498
PA0715,785969,786925,+,PA0715,785969
PA0716,786928,788253,+,PA0716,786928
PA0718,789360,789650,+,PA0718,789360
PA0719,789654,790031,+,PA0719,789654
PA0720,790166,790600,+,PA0720,790166
PA0721,790617,790709,+,PA0721,790617
PA0722,790722,790973,+,PA0722,790722
PA0723,790986,791234,+,coaB,790986
PA0724,791370,792632,+,PA0724,791370
PA0725,792637,792993,+,PA0725,792637
PA0726,792997,794271,+,PA0726,792997
PA0727,794501,795793,+,PA0727,794501
PA0728,795793,796776,+,PA0728,795793
PA0729,797251,797598,+,PA0729,797251
PA0729.1,797721,797794,-,PA0729.1,797794
PA0730,797925,798827,-,PA0730,798827
PA0731,799279,800016,-,PA0731,800016
PA0732,800096,801139,-,PA0732,801139
PA0733,801275,801967,-,PA0733,801967
PA0734,801967,802239,-,PA0734,802239
PA0735,802260,803075,-,PA0735,803075
PA0736,803072,804148,-,PA0736,804148
PA0736a,804381,804560,+,PA0736a,804381
PA0737,804656,805111,+,PA0737,804656
PA0738,805228,805473,+,PA0738,805228
PA0739,805788,806702,-,PA0739,806702
PA0740,806805,808781,+,sdsA1,806805
PA0741,808816,809457,-,PA0741,809457
PA0742,809574,810218,-,PA0742,810218
PA0743,810275,811171,-,PA0743,811171
PA0744,811283,812386,-,PA0744,812386
PA0745,812445,813263,-,PA0745,813263
PA0746,813329,814492,-,PA0746,814492
PA0747,814504,816012,-,PA0747,816012
PA0749,817082,817903,+,PA0749,817082
PA0750,818003,818698,+,ung,818003
PA0751,818825,819862,-,PA0751,819862
PA0752,819855,821372,-,PA0752,821372
PA0753,821383,821853,-,PA0753,821853
PA0754,821902,822885,-,PA0754,822885
PA0755,822915,824198,-,opdH,824198
PA0756,824409,825080,+,PA0756,824409
PA0757,825073,826455,+,PA0757,825073
PA0758,826463,827299,-,PA0758,827299
PA0759,827400,828344,-,PA0759,828344
PA0760,828617,828871,+,PA0760,828617
PA0761,829276,830892,-,nadB,830892
PA0762,831301,831882,+,algU,831301
PA0763,831914,832498,+,mucA,831914
PA0764,832507,833457,+,mucB,832507
PA0765,833454,833909,+,mucC,833454
PA0766,833949,835373,+,mucD,833949
PA0767,835523,837322,+,lepA,835523
PA0768,837328,838182,+,lepB,837328
PA0769,838351,838728,+,PA0769,838351
PA0770,838725,839414,+,rnc,838725
PA0771,839407,840324,+,era,839407
PA0772,840385,841086,+,recO,840385
PA0773,841079,841825,+,pdxJ,841079
PA0774,841913,842881,-,PA0774,842881
PA0775,842878,843618,-,PA0775,843618
PA0776,843723,844295,-,PA0776,844295
PA0777,844427,845179,-,PA0777,845179
PA0778,845278,845682,-,icp,845682
PA0779,845793,848192,-,PA0779,848192
PA0780,848383,849135,+,pruR,848383
PA0781,849256,851319,-,PA0781,851319
PA0782,851783,854965,+,putA,851783
PA0783,855277,856797,+,putP,855277
PA0784,856942,857871,-,PA0784,857871
PA0785,857998,858636,+,azoR1,857998
PA0786,858646,858951,+,PA0786,858646
PA0787,859007,860170,+,PA0787,859007
PA0788,860175,863300,-,PA0788,863300
PA0788a,863455,863664,+,PA0788a,863455
PA0789,864095,865510,+,PA0789,864095
PA0790,865636,866451,-,PA0790,866451
PA0791,866558,867346,+,PA0791,866558
PA0792,867324,868808,-,prpD,868808
PA0793,868943,870130,-,PA0793,870130
PA0794,870249,872855,-,PA0794,872855
PA0795,872986,874113,-,prpC,874113
PA0796,874206,875102,-,prpB,875102
PA0797,875113,875835,-,PA0797,875835
PA0798,875953,876603,+,pmtA,875953
PA0799,876617,878608,-,PA0799,878608
PA0800,879027,879560,+,PA0800,879027
PA0801,879557,881077,+,PA0801,879557
PA0802,881077,881400,+,PA0802,881077
PA0803,881486,881926,+,PA0803,881486
PA0804,881958,882779,+,PA0804,881958
PA0805,882989,883216,-,PA0805,883216
PA0806,883777,884172,+,PA0806,883777
PA0807,884799,885566,+,ampDh3,884799
PA0808,885635,886108,+,PA0808,885635
PA0809,886160,887476,-,PA0809,887476
PA0810,887583,888284,-,PA0810,888284
PA0811,888315,889562,-,PA0811,889562
PA0812,889559,890854,-,PA0812,890854
PA0813,891142,892389,-,PA0813,892389
PA0814,892386,892820,-,PA0814,892820
PA0815,893041,893994,+,PA0815,893041
PA0816,893967,894851,-,PA0816,894851
PA0817,894952,895377,+,PA0817,894952
PA0818,895396,895668,-,PA0818,895668
PA0819,895824,896117,+,PA0819,895824
PA0820,896416,897228,+,PA0820,896416
PA0821,897335,898423,-,PA0821,898423
PA0823,898908,899141,-,PA0823,899141
PA0824,899138,899656,-,PA0824,899656
PA0825,899830,900165,-,PA0825,900165
PA0826,900408,901046,-,PA0826,901046
PA0826.2,901520,901872,-,ssrA,901872
PA0827,901934,902812,-,PA0827,902812
PA0828,902900,903583,+,PA0828,902900
PA0829,903692,904633,+,PA0829,903692
PA0830,904768,905601,-,PA0830,905601
PA0831,905726,906745,+,oruR,905726
PA0832,906847,907488,+,PA0832,906847
PA0833,907594,908307,+,PA0833,907594
PA0834,908377,909291,-,PA0834,909291
PA0835,909418,911532,-,pta,911532
PA0836,911595,912779,-,ackA,912779
PA0836.1,912791,912861,+,PA0836.1,912791
PA0837,913086,913571,+,slyD,913086
PA0838,913777,914259,+,PA0838,913777
PA0839,914412,915002,+,PA0839,914412
PA0840,915043,916155,+,PA0840,915043
PA0841,916346,917305,+,PA0841,916346
PA0842,917309,918529,-,PA0842,918529
PA0843,918617,919240,-,plcR,919240
PA0844,919258,921450,-,plcH,921450
PA0845,921792,923804,-,PA0845,923804
PA0846,924182,924922,-,PA0846,924922
PA0847,925007,927214,-,PA0847,927214
PA0848,927147,927746,+,PA0848,927147
PA0849,927880,928830,+,trxB2,927880
PA0850,929084,929503,+,PA0850,929084
PA0851,929514,930476,-,PA0851,930476
PA0852,930653,931822,-,cbpD,931822
PA0853,932102,932725,-,PA0853,932725
PA0854,932718,934112,-,fumC2,934112
PA0855,934241,935260,-,PA0855,935260
PA0856,935427,935975,+,PA0856,935427
PA0857,935989,936294,+,bolA,935989
PA0858,936459,937397,+,PA0858,936459
PA0859,937437,938039,+,PA0859,937437
PA0860,938032,939822,+,PA0860,938032
PA0861,940117,942573,+,PA0861,940117
PA0862,942648,943430,+,PA0862,942648
PA0863,943482,944441,-,PA0863,944441
PA0864,944724,945512,-,PA0864,945512
PA0865,945834,946907,+,hpd,945834
PA0866,947205,948623,+,aroP2,947205
PA0867,948776,949159,+,mliC,948776
PA0868,949280,949693,+,PA0868,949280
PA0869,949716,950648,-,pbpG,950648
PA0870,950962,952161,-,phhC,952161
PA0871,952158,952514,-,phhB,952514
PA0872,952619,953407,-,phhA,953407
PA0873,953691,955250,+,phhR,953691
PA0874,955456,955722,-,PA0874,955722
PA0875,955991,958186,-,PA0875,958186
PA0876,958406,959350,+,PA0876,958406
PA0877,959484,960380,-,PA0877,960380
PA0878,960497,961324,+,PA0878,960497
PA0879,961370,962530,+,PA0879,961370
PA0880,962545,962925,+,PA0880,962545
PA0881,962964,964316,+,PA0881,962964
PA0882,964372,965574,+,PA0882,964372
PA0883,965585,966412,+,PA0883,965585
PA0884,966526,967521,+,PA0884,966526
PA0885,967570,968208,+,PA0885,967570
PA0886,968205,969488,+,PA0886,968205
PA0887,969670,971625,+,acsA,969670
PA0887.1,971858,971972,+,PA0887.1,971858
PA0888,972166,972945,+,aotJ,972166
PA0889,973064,973753,+,aotQ,973064
PA0890,973770,974468,+,aotM,973770
PA0891,974482,975594,+,PA0891,974482
PA0892,975613,976377,+,aotP,975613
PA0893,976410,977399,+,argR,976410
PA0894,977420,977743,-,PA0894,977743
PA0895,977910,979130,+,aruC,977910
PA0896,979329,980345,+,aruF,979329
PA0897,980357,981379,+,aruG,980357
PA0898,981422,982888,+,aruD,981422
PA0899,982885,984231,+,aruB,982885
PA0900,984245,984535,+,PA0900,984245
PA0901,984549,985547,+,aruE,984549
PA0902,985692,986696,+,PA0902,985692
PA0903,986818,989442,+,alaS,986818
PA0904,989590,990828,+,lysC,989590
PA0905,991013,991198,+,rsmA,991013
PA0905.1,991260,991350,+,PA0905.1,991260
PA0905.2,991468,991544,+,PA0905.2,991468
PA0905.3,991656,991732,+,PA0905.3,991656
PA0906,991830,992543,-,PA0906,992543
PA0907,992714,993244,+,PA0907,992714
PA0908,993409,993783,+,PA0908,993409
PA0909,993776,994051,+,PA0909,993776
PA0910,994143,994646,+,PA0910,994143
PA0911,994699,995151,+,PA0911,994699
PA0912,995172,995711,-,PA0912,995711
PA0913,996038,997486,+,mgtE,996038
PA0914,997536,997928,-,PA0914,997928
PA0915,997921,998382,-,PA0915,998382
PA0916,998444,999766,-,PA0916,999766
PA0917,1000013,1001917,+,kup,1000013
PA0918,1001972,1002520,-,PA0918,1002520
PA0919,1002681,1003964,-,PA0919,1003964
PA0920,1003966,1006611,-,PA0920,1006611
PA0921,1006860,1007219,+,PA0921,1006860
PA0922,1007234,1007548,-,PA0922,1007548
PA0922.1,1007727,1007803,-,PA0922.1,1007803
PA0923,1007950,1008999,+,dinB,1007950
PA0924,1009006,1010934,-,PA0924,1010934
PA0925,1011047,1011454,-,PA0925,1011454
PA0926,1011522,1011947,-,PA0926,1011947
PA0927,1011983,1012972,-,ldhA,1012972
PA0928,1012975,1015752,-,gacS,1015752
PA0929,1015938,1016657,+,PA0929,1015938
PA0930,1016657,1017994,+,PA0930,1016657
PA0931,1018230,1020458,+,pirA,1018230
PA0932,1020708,1021607,+,cysM,1020708
PA0933,1021616,1022968,+,ygcA,1021616
PA0934,1023053,1025296,+,relA,1023053
PA0935,1025401,1026231,+,PA0935,1025401
PA0936,1026274,1027212,-,lpxO2,1027212
PA0937,1027445,1027984,+,PA0937,1027445
PA0938,1028172,1029500,+,PA0938,1028172
PA0939,1029825,1030151,-,PA0939,1030151
PA0940,1030157,1030411,-,PA0940,1030411
PA0941,1030423,1030656,-,PA0941,1030656
PA0942,1030772,1031332,+,PA0942,1030772
PA0943,1031386,1032102,-,PA0943,1032102
PA0944,1032095,1032763,-,purN,1032763
PA0945,1032763,1033824,-,purM,1033824
PA0946,1034038,1035075,+,PA0946,1034038
PA0947,1035277,1035981,+,PA0947,1035277
PA0948,1036158,1036577,-,PA0948,1036577
PA0949,1036579,1037175,-,wrbA,1037175
PA0950,1037172,1037525,-,PA0950,1037525
PA0951,1037650,1038885,+,PA0951,1037650
PA0951a,1039044,1039229,+,PA0951a,1039044
PA0952,1039240,1039623,-,PA0952,1039623
PA0953,1039968,1040432,+,PA0953,1039968
PA0954,1040432,1040707,+,PA0954,1040432
PA0955,1040724,1041680,-,PA0955,1041680
PA0956,1041689,1043404,-,proS,1043404
PA0957,1043512,1043919,+,PA0957,1043512
PA0958,1043983,1045314,-,oprD,1045314
PA0959,1045832,1046461,+,PA0959,1045832
PA0960,1046462,1046671,+,PA0960,1046462
PA0961,1046720,1047334,-,PA0961,1047334
PA0962,1047549,1048019,-,PA0962,1048019
PA0963,1048459,1050234,+,aspS,1048459
PA0964,1050301,1051047,+,pmpR,1050301
PA0965,1051132,1051656,+,ruvC,1051132
PA0966,1051673,1052278,+,ruvA,1051673
PA0967,1052289,1053347,+,ruvB,1052289
PA0968,1053400,1053846,+,PA0968,1053400
PA0969,1053848,1054543,+,tolQ,1053848
PA0970,1054566,1055006,+,tolR,1054566
PA0971,1055009,1056052,+,tolA,1055009
PA0972,1056049,1057347,+,tolB,1056049
PA0973,1057400,1057906,+,oprL,1057400
PA0974,1057916,1058740,+,PA0974,1057916
PA0975,1058812,1059606,+,PA0975,1058812
PA0976,1059622,1060296,+,PA0976,1059622
PA0976.1,1060356,1060431,+,PA0976.1,1060356
PA0978,1061207,1062034,-,PA0978,1062034
PA0979,1062061,1062369,-,PA0979,1062369
PA0981,1062921,1063544,+,PA0981,1062921
PA0982,1064555,1065103,-,PA0982,1065103
PA0983,1065138,1065425,+,PA0983,1065138
PA0984,1065970,1066296,+,PA0984,1065970
PA0985,1066321,1067817,-,pyoS5,1067817
PA0986,1068193,1068456,+,PA0986,1068193
PA0987,1068489,1069331,+,PA0987,1068489
PA0988,1069769,1070173,+,PA0988,1069769
PA0989,1070294,1070854,-,PA0989,1070854
PA0990,1071239,1071877,-,PA0990,1071877
PA0992,1073285,1073902,+,cupC1,1073285
PA0993,1073960,1074673,+,cupC2,1073960
PA0994,1074784,1077303,+,cupC3,1074784
PA0995,1077383,1077904,-,ogt,1077904
PA0996,1078462,1080015,+,pqsA,1078462
PA0997,1080009,1080860,+,pqsB,1080009
PA0998,1080853,1081899,+,pqsC,1080853
PA0999,1081942,1082955,+,pqsD,1081942
PA1000,1082949,1083854,+,pqsE,1082949
PA1001,1083972,1085564,+,phnA,1083972
PA1002,1085542,1086144,+,phnB,1085542
PA1003,1086097,1087095,-,mvfR,1087095
PA1004,1087843,1088901,+,nadA,1087843
PA1005,1089010,1090443,-,PA1005,1090443
PA1006,1090606,1090857,+,PA1006,1090606
PA1007,1090891,1091964,+,PA1007,1090891
PA1008,1092025,1092498,-,bcp,1092498
PA1009,1092510,1093067,-,PA1009,1093067
PA1010,1093251,1094129,+,dapA,1093251
PA1011,1094147,1095337,+,PA1011,1094147
PA1012,1095276,1096034,+,PA1012,1095276
PA1013,1096063,1096773,+,purC,1096063
PA1013.1,1096867,1096956,+,PA1013.1,1096867
PA1014,1097296,1098288,+,PA1014,1097296
PA1015,1098328,1099128,-,PA1015,1099128
PA1016,1099669,1100820,+,PA1016,1099669
PA1017,1100930,1103077,+,pauA,1100930
PA1018,1103061,1103927,+,PA1018,1103061
PA1019,1104009,1105364,+,mucK,1104009
PA1019a,1105388,1105795,+,PA1019a,1105388
PA1020,1105888,1107000,+,PA1020,1105888
PA1021,1107000,1107761,+,PA1021,1107000
PA1022,1107763,1108908,+,PA1022,1107763
PA1023,1108949,1109866,+,PA1023,1108949
PA1024,1109882,1110868,+,PA1024,1109882
PA1025,1110947,1112197,+,PA1025,1110947
PA1026,1112574,1113050,-,PA1026,1113050
PA1027,1113129,1114718,+,PA1027,1113129
PA1028,1114774,1116060,+,PA1028,1114774
PA1030,1116635,1117390,+,PA1030,1116635
PA1030.1,1117532,1117609,+,PA1030.1,1117532
PA1031,1118158,1119519,+,PA1031,1118158
PA1032,1119674,1122217,-,quiP,1122217
PA1033,1122340,1122981,-,PA1033,1122981
PA1034,1123148,1123348,-,PA1034,1123348
PA1035,1123356,1123850,-,PA1035,1123850
PA1036,1124165,1124725,+,PA1036,1124165
PA1037,1124845,1125465,-,PA1037,1125465
PA1038,1125548,1125865,-,PA1038,1125865
PA1039,1125865,1126338,-,PA1039,1126338
PA1040,1126341,1126838,-,PA1040,1126838
PA1041,1126969,1127601,+,PA1041,1126969
PA1042,1127717,1128016,+,PA1042,1127717
PA1043,1128009,1128818,+,PA1043,1128009
PA1044,1128857,1129321,-,PA1044,1129321
PA1045,1129451,1131595,+,PA1045,1129451
PA1046,1131674,1133947,+,PA1046,1131674
PA1047,1134024,1135202,+,PA1047,1134024
PA1048,1135408,1136289,+,PA1048,1135408
PA1049,1136388,1137035,+,pdxH,1136388
PA1050,1137043,1138155,+,PA1050,1137043
PA1051,1138314,1139672,+,PA1051,1138314
PA1052,1139714,1140859,+,PA1052,1139714
PA1052a,1140838,1141080,-,PA1052a,1141080
PA1053,1141268,1141732,+,PA1053,1141268
PA1054,1142061,1144862,+,PA1054,1142061
PA1055,1144862,1145200,+,PA1055,1144862
PA1056,1145197,1146696,+,PA1056,1145197
PA1057,1146693,1147217,+,PA1057,1146693
PA1058,1147202,1147471,+,PA1058,1147202
PA1059,1147468,1147815,+,PA1059,1147468
PA1060,1147928,1148833,+,PA1060,1147928
PA1061,1148844,1149941,+,PA1061,1148844
PA1062,1149952,1150473,+,PA1062,1149952
PA1063,1150470,1150721,+,PA1063,1150470
PA1064,1150750,1151415,-,PA1064,1151415
PA1065,1151435,1151908,+,PA1065,1151435
PA1066,1151919,1152575,-,PA1066,1152575
PA1067,1152624,1153538,+,PA1067,1152624
PA1068,1153637,1155547,+,PA1068,1153637
PA1069,1155584,1157878,+,PA1069,1155584
PA1070,1157954,1158655,-,braG,1158655
PA1071,1158658,1159425,-,braF,1159425
PA1072,1159422,1160675,-,braE,1160675
PA1073,1160672,1161595,-,braD,1161595
PA1074,1161856,1162977,-,braC,1162977
PA1075,1163276,1163593,+,PA1075,1163276
PA1076,1163660,1164022,+,PA1076,1163660
PA1077,1164275,1164682,+,flgB,1164275
PA1078,1164688,1165128,+,flgC,1164688
PA1079,1165141,1165854,+,flgD,1165141
PA1080,1165882,1167270,+,flgE,1165882
PA1081,1167488,1168237,+,flgF,1167488
PA1082,1168284,1169069,+,flgG,1168284
PA1083,1169115,1169810,+,flgH,1169115
PA1084,1169822,1170931,+,flgI,1169822
PA1085,1170942,1172144,+,flgJ,1170942
PA1086,1172163,1174214,+,flgK,1172163
PA1087,1174240,1175559,+,flgL,1174240
PA1088,1175614,1176375,+,PA1088,1175614
PA1089,1176380,1176982,+,PA1089,1176380
PA1090,1176958,1177620,+,PA1090,1176958
PA1091,1177613,1182697,+,fgtA,1177613
PA1092,1183058,1184524,+,fliC,1183058
PA1093,1184603,1184974,+,PA1093,1184603
PA1094,1185060,1186484,+,fliD,1185060
PA1095,1186606,1186986,+,PA1095,1186606
PA1096,1187009,1187305,+,PA1096,1187009
PA1097,1187587,1189059,+,fleQ,1187587
PA1098,1189172,1190380,+,fleS,1189172
PA1099,1190385,1191806,+,fleR,1190385
PA1100,1192053,1192382,+,fliE,1192053
PA1101,1192405,1194201,+,fliF,1192405
PA1102,1194207,1195223,+,fliG,1194207
PA1103,1195225,1196031,+,PA1103,1195225
PA1104,1196021,1197376,+,fliI,1196021
PA1105,1197390,1197833,+,fliJ,1197390
PA1106,1197838,1198551,-,PA1106,1198551
PA1107,1198750,1199946,-,PA1107,1199946
PA1108,1200063,1201220,-,PA1108,1201220
PA1109,1201310,1202089,+,PA1109,1201310
PA1110,1202094,1202804,-,PA1110,1202804
PA1111,1202917,1203540,+,PA1111,1202917
PA1112,1203633,1204781,+,PA1112,1203633
PA1112a,1204785,1205006,-,PA1112a,1205006
PA1112.1,1205031,1205330,-,PA1112.1,1205330
PA1112b,1205107,1205298,-,PA1112b,1205298
PA1113,1205771,1207537,+,PA1113,1205771
PA1114,1207540,1207875,-,PA1114,1207875
PA1115,1207979,1210303,-,PA1115,1210303
PA1116,1210558,1211397,+,PA1116,1210558
PA1117,1211407,1211781,-,PA1117,1211781
PA1118,1211888,1212571,-,PA1118,1212571
PA1119,1212717,1213223,-,yfiB,1213223
PA1120,1213195,1214502,-,tpbB,1214502
PA1121,1214502,1215074,-,yfiR,1215074
PA1123,1216120,1216440,-,PA1123,1216440
PA1124,1216671,1218167,+,dgt,1216671
PA1125,1218181,1218933,+,PA1125,1218181
PA1126,1218940,1219527,-,PA1126,1219527
PA1127,1219621,1220610,-,PA1127,1220610
PA1128,1220745,1221656,+,PA1128,1220745
PA1129,1221691,1222098,+,PA1129,1221691
PA1130,1222095,1223072,-,rhlC,1223072
PA1131,1223060,1224328,-,PA1131,1224328
PA1132,1224641,1225330,+,PA1132,1224641
PA1133,1225340,1225690,-,PA1133,1225690
PA1134,1225757,1226278,-,PA1134,1226278
PA1135,1226427,1227302,-,PA1135,1227302
PA1136,1227474,1228205,+,PA1136,1227474
PA1137,1228212,1229198,-,PA1137,1229198
PA1138,1229344,1230219,+,PA1138,1229344
PA1139,1230310,1231158,+,PA1139,1230310
PA1140,1231256,1232092,-,PA1140,1232092
PA1141,1232229,1233131,-,PA1141,1233131
PA1142,1233297,1234013,-,PA1142,1234013
PA1143,1234095,1234748,-,PA1143,1234748
PA1144,1234816,1236150,-,PA1144,1236150
PA1145,1236644,1237546,+,PA1145,1236644
PA1146,1237551,1238732,-,PA1146,1238732
PA1147,1238834,1240324,-,PA1147,1240324
PA1148,1240584,1242500,-,toxA,1242500
PA1149,1242750,1243118,-,PA1149,1243118
PA1150,1243594,1245663,+,pys2,1243594
PA1151,1245665,1245928,+,imm2,1245665
PA1153,1247932,1248486,-,PA1153,1248486
PA1154,1249019,1249552,-,PA1154,1249552
PA1155,1249907,1251154,-,nrdB,1251154
PA1156,1251418,1254309,-,nrdA,1254309
PA1157,1255042,1255752,+,PA1157,1255042
PA1158,1256094,1257452,+,PA1158,1256094
PA1159,1257772,1257981,+,PA1159,1257772
PA1160,1258087,1258470,-,PA1160,1258470
PA1161,1258488,1259291,-,rrmA,1259291
PA1162,1259291,1260442,-,dapE,1260442
PA1163,1260557,1263166,-,ndvB,1263166
PA1164,1263378,1264190,+,PA1164,1263378
PA1165,1264191,1264919,-,pcpS,1264919
PA1166,1265147,1265935,-,PA1166,1265935
PA1167,1266111,1266782,+,PA1167,1266111
PA1168,1267282,1267602,+,PA1168,1267282
PA1169,1267680,1269737,+,PA1169,1267680
PA1170,1269781,1270515,-,PA1170,1270515
PA1171,1270972,1272168,+,PA1171,1270972
PA1172,1272200,1272796,-,napC,1272796
PA1173,1272807,1273298,-,napB,1273298
PA1174,1273309,1275798,-,napA,1275798
PA1175,1275795,1276124,-,napD,1276124
PA1176,1276117,1276608,-,napF,1276608
PA1177,1276617,1276784,-,napE,1276784
PA1178,1277006,1277608,+,oprH,1277006
PA1179,1277688,1278365,+,phoP,1277688
PA1180,1278362,1279708,+,phoQ,1278362
PA1181,1279810,1283172,+,PA1181,1279810
PA1182,1283176,1284177,-,PA1182,1284177
PA1183,1284513,1285823,+,dctA,1284513
PA1184,1285898,1286788,-,PA1184,1286788
PA1185,1286990,1287619,+,PA1185,1286990
PA1186,1287616,1288635,+,PA1186,1287616
PA1187,1288737,1289876,+,PA1187,1288737
PA1188,1289965,1291146,+,PA1188,1289965
PA1189,1291148,1291645,-,PA1189,1291645
PA1190,1291813,1292412,-,PA1190,1292412
PA1191,1292571,1293164,-,PA1191,1293164
PA1192,1293267,1294091,+,PA1192,1293267
PA1193,1294138,1294809,+,PA1193,1294138
PA1194,1294811,1296229,-,PA1194,1296229
PA1195,1296334,1297098,-,PA1195,1297098
PA1196,1297309,1298709,+,PA1196,1297309
